lat;lon;validdate;t_2m:C;relative_humidity_2m:p;wind_speed_10m:kmh;air_density_10m:kgm3;precip_24h:mm;co:ugm3
41.996699;-73.442901;2020-03-15T12:00:00Z;-0.7;75.4;10.6;1.261;0.00;138.214
41.996699;-73.442901;2020-03-16T12:00:00Z;-5.4;40.9;7.7;1.291;0.00;155.410
41.996699;-73.442901;2020-03-17T12:00:00Z;0.5;93.8;13.2;1.245;0.17;153.195
41.996699;-73.442901;2020-03-18T12:00:00Z;-0.8;60.5;9.3;1.260;0.00;168.245
41.996699;-73.442901;2020-03-19T12:00:00Z;1.1;97.9;11.8;1.245;34.07;155.712
41.996699;-73.442901;2020-03-20T12:00:00Z;6.6;98.3;17.5;1.206;0.00;237.535
41.996699;-73.442901;2020-03-21T12:00:00Z;-1.0;63.9;20.0;1.254;6.23;122.905
41.996699;-73.442901;2020-03-22T12:00:00Z;-5.5;49.5;9.3;1.292;0.00;148.694
41.996699;-73.442901;2020-03-23T12:00:00Z;-2.6;79.0;14.8;1.273;2.23;147.984
41.996699;-73.442901;2020-03-24T12:00:00Z;-1.4;92.5;15.1;1.249;38.57;153.369
41.996699;-73.442901;2020-03-25T12:00:00Z;-0.3;81.6;12.1;1.245;0.00;197.061
41.996699;-73.442901;2020-03-26T12:00:00Z;-0.8;82.9;3.4;1.243;0.00;210.313
41.996699;-73.442901;2020-03-27T12:00:00Z;5.5;91.2;15.6;1.205;0.00;193.045
41.996699;-73.442901;2020-03-28T12:00:00Z;3.5;61.5;9.1;1.227;0.00;193.704
41.996699;-73.442901;2020-03-29T12:00:00Z;5.6;96.0;19.8;1.214;18.87;146.794
41.996699;-73.442901;2020-03-30T12:00:00Z;2.6;90.3;6.5;1.225;1.57;143.483
41.996699;-73.442901;2020-03-31T12:00:00Z;0.6;91.2;8.9;1.238;1.43;134.680
41.996699;-73.442901;2020-04-01T12:00:00Z;-0.0;75.5;6.6;1.233;0.00;208.282
41.996699;-73.442901;2020-04-02T12:00:00Z;2.0;72.3;25.8;1.219;0.00;140.739
41.996699;-73.442901;2020-04-03T12:00:00Z;2.6;100.0;18.5;1.211;1.73;138.674
41.996699;-73.442901;2020-04-04T12:00:00Z;4.6;83.6;12.6;1.218;2.93;121.530
41.996699;-73.442901;2020-04-05T12:00:00Z;7.4;84.4;2.1;1.205;0.00;306.405
41.996699;-73.442901;2020-04-06T12:00:00Z;4.5;83.9;12.2;1.220;0.00;153.577
41.996699;-73.442901;2020-04-07T12:00:00Z;6.5;58.7;9.5;1.208;0.00;195.512
41.996699;-73.442901;2020-04-08T12:00:00Z;5.8;86.6;7.8;1.194;18.80;146.042
41.996699;-73.442901;2020-04-09T12:00:00Z;6.0;89.3;16.0;1.188;0.00;209.567
41.996699;-73.442901;2020-04-10T12:00:00Z;1.4;63.7;18.8;1.203;21.73;117.852
41.996699;-73.442901;2020-04-11T12:00:00Z;1.2;68.4;14.3;1.226;0.00;121.929
41.996699;-73.442901;2020-04-12T12:00:00Z;3.8;54.8;10.5;1.229;0.00;174.031
41.996699;-73.442901;2020-04-13T12:00:00Z;10.6;99.9;28.8;1.181;29.20;130.994
41.996699;-73.442901;2020-04-14T12:00:00Z;4.7;57.3;16.3;1.220;19.27;131.395
41.996699;-73.442901;2020-04-15T12:00:00Z;1.0;63.7;15.3;1.234;0.00;143.804
41.996699;-73.442901;2020-04-16T12:00:00Z;-0.2;66.7;13.0;1.242;1.03;150.958
41.996699;-73.442901;2020-04-17T12:00:00Z;-0.5;62.8;11.3;1.252;0.00;149.774
41.996699;-73.442901;2020-04-18T12:00:00Z;0.6;94.9;9.4;1.226;2.80;191.019
41.996699;-73.442901;2020-04-19T12:00:00Z;2.4;66.1;13.5;1.222;0.33;161.312
41.996699;-73.442901;2020-04-20T12:00:00Z;2.9;77.0;15.4;1.215;0.00;125.441
41.996699;-73.442901;2020-04-21T12:00:00Z;5.2;83.5;15.7;1.197;0.00;282.083
41.996699;-73.442901;2020-04-22T12:00:00Z;-1.0;58.0;18.1;1.233;16.40;119.356
41.996699;-73.442901;2020-04-23T12:00:00Z;-0.0;52.4;10.9;1.241;0.00;150.900
41.996699;-73.442901;2020-04-24T12:00:00Z;2.9;94.2;12.1;1.216;11.77;212.129
41.996699;-73.442901;2020-04-25T12:00:00Z;5.6;64.2;7.5;1.215;7.20;251.977
41.996699;-73.442901;2020-04-26T12:00:00Z;6.1;51.9;12.7;1.214;1.17;162.513
41.996699;-73.442901;2020-04-27T12:00:00Z;2.1;94.4;13.8;1.223;16.53;138.785
41.996699;-73.442901;2020-04-28T12:00:00Z;2.8;92.8;11.8;1.231;0.00;114.970
41.996699;-73.442901;2020-04-29T12:00:00Z;7.4;68.6;10.2;1.214;0.00;199.642
41.996699;-73.442901;2020-04-30T12:00:00Z;4.9;96.0;23.8;1.222;4.57;116.837
41.996699;-73.442901;2020-05-01T12:00:00Z;10.9;97.5;5.1;1.178;20.83;153.652
41.996699;-73.442901;2020-05-02T12:00:00Z;7.3;71.8;12.7;1.205;7.00;121.654
41.996699;-73.442901;2020-05-03T12:00:00Z;11.5;78.5;13.7;1.179;6.17;151.950
41.996699;-73.442901;2020-05-04T12:00:00Z;11.4;57.0;8.1;1.176;0.00;139.369
41.996699;-73.442901;2020-05-05T12:00:00Z;2.0;57.6;22.4;1.226;0.00;99.460
41.996699;-73.442901;2020-05-06T12:00:00Z;5.5;62.0;9.6;1.211;0.00;141.630
41.996699;-73.442901;2020-05-07T12:00:00Z;6.1;62.5;10.7;1.203;0.00;152.964
41.996699;-73.442901;2020-05-08T12:00:00Z;5.5;55.3;11.8;1.209;0.00;130.433
41.996699;-73.442901;2020-05-09T12:00:00Z;-0.8;66.8;24.8;1.231;0.50;107.107
41.996699;-73.442901;2020-05-10T12:00:00Z;3.2;66.1;16.4;1.226;0.43;137.308
41.996699;-73.442901;2020-05-11T12:00:00Z;7.7;70.4;7.2;1.199;0.00;183.431
41.996699;-73.442901;2020-05-12T12:00:00Z;3.5;66.1;18.8;1.222;12.57;108.203
41.996699;-73.442901;2020-05-13T12:00:00Z;2.7;60.9;6.0;1.239;0.00;116.408
41.996699;-73.442901;2020-05-14T12:00:00Z;6.5;52.3;0.5;1.224;0.00;157.067
41.996699;-73.442901;2020-05-15T12:00:00Z;13.7;93.6;8.8;1.175;0.67;203.340
41.996699;-73.442901;2020-05-16T12:00:00Z;11.8;87.2;16.3;1.187;13.40;160.613
41.996699;-73.442901;2020-05-17T12:00:00Z;10.8;71.9;9.8;1.203;1.33;138.632
41.996699;-73.442901;2020-05-18T12:00:00Z;11.9;88.7;4.2;1.192;0.73;178.397
41.996699;-73.442901;2020-05-19T12:00:00Z;10.4;51.4;15.1;1.204;0.00;164.072
41.996699;-73.442901;2020-05-20T12:00:00Z;9.3;55.2;8.7;1.217;0.00;139.633
41.996699;-73.442901;2020-05-21T12:00:00Z;9.4;48.9;1.5;1.214;0.00;125.359
41.996699;-73.442901;2020-05-22T12:00:00Z;14.8;79.9;7.7;1.180;0.00;159.456
41.996699;-73.442901;2020-05-23T12:00:00Z;17.0;92.8;7.4;1.162;0.00;143.680
41.996699;-73.442901;2020-05-24T12:00:00Z;10.2;53.2;11.7;1.205;0.00;117.428
41.996699;-73.442901;2020-05-25T12:00:00Z;13.0;84.0;6.0;1.190;1.43;110.454
41.996699;-73.442901;2020-05-26T12:00:00Z;16.4;86.0;5.6;1.173;0.00;162.797
41.996699;-73.442901;2020-05-27T12:00:00Z;18.2;85.7;8.9;1.166;0.00;201.168
41.996699;-73.442901;2020-05-28T12:00:00Z;18.0;94.2;10.8;1.165;0.00;152.647
41.996699;-73.442901;2020-05-29T12:00:00Z;19.2;96.8;16.9;1.153;6.60;128.563
41.996699;-73.442901;2020-05-30T12:00:00Z;15.6;87.5;14.1;1.165;6.67;118.494
41.996699;-73.442901;2020-05-31T12:00:00Z;8.5;68.6;16.0;1.203;0.17;97.500
41.996699;-73.299632;2020-03-15T12:00:00Z;-1.7;79.6;12.0;1.244;0.00;136.283
41.996699;-73.299632;2020-03-16T12:00:00Z;-6.1;36.5;12.3;1.272;0.00;147.370
41.996699;-73.299632;2020-03-17T12:00:00Z;-0.4;95.8;15.6;1.229;0.83;151.218
41.996699;-73.299632;2020-03-18T12:00:00Z;-1.4;59.2;13.8;1.242;0.00;157.212
41.996699;-73.299632;2020-03-19T12:00:00Z;0.6;96.1;17.7;1.228;33.37;155.548
41.996699;-73.299632;2020-03-20T12:00:00Z;6.3;97.3;24.1;1.188;0.00;225.675
41.996699;-73.299632;2020-03-21T12:00:00Z;-1.8;67.8;23.6;1.237;4.70;123.419
41.996699;-73.299632;2020-03-22T12:00:00Z;-6.3;47.2;12.5;1.275;0.00;143.975
41.996699;-73.299632;2020-03-23T12:00:00Z;-3.6;83.4;19.4;1.257;2.23;149.574
41.996699;-73.299632;2020-03-24T12:00:00Z;-2.4;94.9;19.7;1.233;41.87;151.924
41.996699;-73.299632;2020-03-25T12:00:00Z;-1.1;84.2;16.9;1.229;0.00;186.408
41.996699;-73.299632;2020-03-26T12:00:00Z;-1.2;76.2;6.7;1.225;0.00;184.738
41.996699;-73.299632;2020-03-27T12:00:00Z;4.6;91.4;21.4;1.189;0.00;187.577
41.996699;-73.299632;2020-03-28T12:00:00Z;3.1;55.1;12.1;1.210;0.00;191.982
41.996699;-73.299632;2020-03-29T12:00:00Z;4.6;97.0;26.5;1.199;18.13;146.501
41.996699;-73.299632;2020-03-30T12:00:00Z;1.6;93.8;13.2;1.209;3.57;137.541
41.996699;-73.299632;2020-03-31T12:00:00Z;-0.5;90.5;11.2;1.223;0.60;133.235
41.996699;-73.299632;2020-04-01T12:00:00Z;-0.6;72.8;11.1;1.216;0.00;195.943
41.996699;-73.299632;2020-04-02T12:00:00Z;0.7;76.6;30.4;1.205;0.00;140.809
41.996699;-73.299632;2020-04-03T12:00:00Z;1.6;100.0;22.0;1.196;2.53;139.126
41.996699;-73.299632;2020-04-04T12:00:00Z;3.4;86.8;17.2;1.203;3.60;118.289
41.996699;-73.299632;2020-04-05T12:00:00Z;6.9;81.0;3.7;1.188;0.00;290.347
41.996699;-73.299632;2020-04-06T12:00:00Z;3.7;86.8;15.8;1.204;0.00;151.965
41.996699;-73.299632;2020-04-07T12:00:00Z;5.7;58.7;12.9;1.192;0.17;181.656
41.996699;-73.299632;2020-04-08T12:00:00Z;4.8;83.1;12.0;1.179;14.77;141.388
41.996699;-73.299632;2020-04-09T12:00:00Z;5.6;87.7;21.0;1.171;0.00;205.690
41.996699;-73.299632;2020-04-10T12:00:00Z;0.2;68.8;24.6;1.188;15.33;118.429
41.996699;-73.299632;2020-04-11T12:00:00Z;0.2;68.6;20.3;1.211;0.77;121.836
41.996699;-73.299632;2020-04-12T12:00:00Z;3.5;51.4;14.3;1.210;0.00;165.255
41.996699;-73.299632;2020-04-13T12:00:00Z;9.8;99.9;35.7;1.167;24.07;129.416
41.996699;-73.299632;2020-04-14T12:00:00Z;3.6;59.9;20.8;1.205;22.67;130.954
41.996699;-73.299632;2020-04-15T12:00:00Z;0.2;64.1;19.7;1.218;0.33;143.777
41.996699;-73.299632;2020-04-16T12:00:00Z;-1.1;72.0;15.6;1.226;0.67;152.363
41.996699;-73.299632;2020-04-17T12:00:00Z;-1.2;63.3;14.9;1.235;0.00;149.152
41.996699;-73.299632;2020-04-18T12:00:00Z;-0.3;93.9;14.3;1.211;1.33;189.923
41.996699;-73.299632;2020-04-19T12:00:00Z;1.9;66.0;17.6;1.205;1.70;158.615
41.996699;-73.299632;2020-04-20T12:00:00Z;2.4;78.2;16.4;1.198;0.00;125.770
41.996699;-73.299632;2020-04-21T12:00:00Z;4.8;84.5;21.4;1.180;0.00;278.342
41.996699;-73.299632;2020-04-22T12:00:00Z;-2.1;61.5;21.1;1.218;14.73;119.194
41.996699;-73.299632;2020-04-23T12:00:00Z;-0.9;54.4;12.9;1.225;0.00;148.679
41.996699;-73.299632;2020-04-24T12:00:00Z;2.0;93.1;18.3;1.201;7.33;203.242
41.996699;-73.299632;2020-04-25T12:00:00Z;4.8;57.2;10.1;1.199;9.40;220.738
41.996699;-73.299632;2020-04-26T12:00:00Z;5.1;52.8;17.8;1.199;0.00;160.553
41.996699;-73.299632;2020-04-27T12:00:00Z;1.4;91.0;18.3;1.206;6.30;133.157
41.996699;-73.299632;2020-04-28T12:00:00Z;1.9;93.0;16.1;1.215;0.00;113.728
41.996699;-73.299632;2020-04-29T12:00:00Z;7.0;64.6;12.5;1.197;0.00;187.134
41.996699;-73.299632;2020-04-30T12:00:00Z;3.8;97.9;29.9;1.208;3.30;116.979
41.996699;-73.299632;2020-05-01T12:00:00Z;9.9;99.0;9.7;1.163;17.63;149.963
41.996699;-73.299632;2020-05-02T12:00:00Z;6.3;74.5;17.2;1.190;4.90;120.990
41.996699;-73.299632;2020-05-03T12:00:00Z;10.6;81.1;16.4;1.164;4.03;152.284
41.996699;-73.299632;2020-05-04T12:00:00Z;10.6;56.3;11.7;1.161;0.00;135.180
41.996699;-73.299632;2020-05-05T12:00:00Z;1.2;59.5;25.1;1.210;0.00;99.376
41.996699;-73.299632;2020-05-06T12:00:00Z;4.7;63.8;11.7;1.196;0.00;134.716
41.996699;-73.299632;2020-05-07T12:00:00Z;5.1;66.3;12.2;1.188;0.00;154.551
41.996699;-73.299632;2020-05-08T12:00:00Z;4.6;56.2;14.9;1.194;0.00;129.243
41.996699;-73.299632;2020-05-09T12:00:00Z;-1.8;71.5;29.6;1.215;0.00;107.807
41.996699;-73.299632;2020-05-10T12:00:00Z;2.0;68.3;22.5;1.211;0.50;137.057
41.996699;-73.299632;2020-05-11T12:00:00Z;7.3;69.8;9.3;1.182;0.00;183.271
41.996699;-73.299632;2020-05-12T12:00:00Z;2.6;69.0;25.1;1.206;12.40;108.209
41.996699;-73.299632;2020-05-13T12:00:00Z;1.6;63.1;9.1;1.224;0.00;115.619
41.996699;-73.299632;2020-05-14T12:00:00Z;6.1;47.5;4.3;1.207;0.00;146.502
41.996699;-73.299632;2020-05-15T12:00:00Z;13.1;93.4;12.5;1.159;1.03;203.446
41.996699;-73.299632;2020-05-16T12:00:00Z;10.8;89.8;20.6;1.172;13.00;159.697
41.996699;-73.299632;2020-05-17T12:00:00Z;10.0;72.4;12.1;1.188;0.83;137.849
41.996699;-73.299632;2020-05-18T12:00:00Z;11.6;84.2;5.7;1.175;0.60;175.939
41.996699;-73.299632;2020-05-19T12:00:00Z;9.3;51.8;20.3;1.190;0.00;153.734
41.996699;-73.299632;2020-05-20T12:00:00Z;8.5;54.2;12.5;1.201;0.00;134.178
41.996699;-73.299632;2020-05-21T12:00:00Z;9.7;41.8;0.7;1.194;0.00;118.341
41.996699;-73.299632;2020-05-22T12:00:00Z;14.4;79.1;10.8;1.164;0.00;153.838
41.996699;-73.299632;2020-05-23T12:00:00Z;16.5;93.6;8.0;1.146;0.60;137.264
41.996699;-73.299632;2020-05-24T12:00:00Z;9.3;53.0;17.4;1.191;0.00;115.483
41.996699;-73.299632;2020-05-25T12:00:00Z;12.3;88.4;8.7;1.174;1.33;111.231
41.996699;-73.299632;2020-05-26T12:00:00Z;16.3;84.4;5.6;1.156;0.00;147.430
41.996699;-73.299632;2020-05-27T12:00:00Z;18.3;83.7;8.0;1.148;0.00;189.252
41.996699;-73.299632;2020-05-28T12:00:00Z;17.5;94.8;13.0;1.150;0.00;147.580
41.996699;-73.299632;2020-05-29T12:00:00Z;18.6;99.0;20.4;1.138;0.70;125.716
41.996699;-73.299632;2020-05-30T12:00:00Z;14.8;89.9;18.3;1.150;37.83;119.112
41.996699;-73.299632;2020-05-31T12:00:00Z;7.7;69.4;19.2;1.188;0.00;97.545
41.996699;-73.156363;2020-03-15T12:00:00Z;-1.5;80.7;10.6;1.249;0.00;135.408
41.996699;-73.156363;2020-03-16T12:00:00Z;-6.5;41.2;12.3;1.280;0.00;142.806
41.996699;-73.156363;2020-03-17T12:00:00Z;-0.5;98.0;12.5;1.235;2.03;150.643
41.996699;-73.156363;2020-03-18T12:00:00Z;-1.2;58.2;13.3;1.247;0.00;150.073
41.996699;-73.156363;2020-03-19T12:00:00Z;0.2;99.0;16.2;1.235;38.87;156.225
41.996699;-73.156363;2020-03-20T12:00:00Z;6.7;97.9;21.3;1.192;0.00;215.532
41.996699;-73.156363;2020-03-21T12:00:00Z;-1.1;65.9;22.0;1.239;3.77;124.121
41.996699;-73.156363;2020-03-22T12:00:00Z;-6.3;44.0;13.3;1.281;0.00;141.129
41.996699;-73.156363;2020-03-23T12:00:00Z;-3.5;81.8;17.3;1.263;1.33;151.149
41.996699;-73.156363;2020-03-24T12:00:00Z;-2.0;92.1;19.6;1.237;39.57;150.718
41.996699;-73.156363;2020-03-25T12:00:00Z;-1.1;84.4;14.5;1.235;0.00;180.511
41.996699;-73.156363;2020-03-26T12:00:00Z;-0.9;80.5;7.2;1.229;0.00;167.278
41.996699;-73.156363;2020-03-27T12:00:00Z;5.0;89.6;20.7;1.193;0.00;183.838
41.996699;-73.156363;2020-03-28T12:00:00Z;3.2;58.0;10.5;1.216;0.00;193.766
41.996699;-73.156363;2020-03-29T12:00:00Z;4.6;99.2;21.8;1.206;13.00;146.609
41.996699;-73.156363;2020-03-30T12:00:00Z;1.5;96.0;13.2;1.216;3.67;133.647
41.996699;-73.156363;2020-03-31T12:00:00Z;-0.3;87.9;11.2;1.229;0.33;132.543
41.996699;-73.156363;2020-04-01T12:00:00Z;-0.2;70.5;10.7;1.219;0.00;188.203
41.996699;-73.156363;2020-04-02T12:00:00Z;0.8;76.7;27.1;1.209;0.00;140.953
41.996699;-73.156363;2020-04-03T12:00:00Z;1.9;99.9;20.8;1.200;2.67;139.049
41.996699;-73.156363;2020-04-04T12:00:00Z;3.4;86.7;18.6;1.209;6.30;116.324
41.996699;-73.156363;2020-04-05T12:00:00Z;7.0;85.2;3.3;1.193;0.00;277.023
41.996699;-73.156363;2020-04-06T12:00:00Z;4.1;87.0;13.4;1.208;0.00;151.482
41.996699;-73.156363;2020-04-07T12:00:00Z;5.8;58.7;11.6;1.197;0.00;171.253
41.996699;-73.156363;2020-04-08T12:00:00Z;4.5;86.2;12.8;1.186;11.80;139.625
41.996699;-73.156363;2020-04-09T12:00:00Z;5.5;89.5;16.4;1.177;0.00;204.574
41.996699;-73.156363;2020-04-10T12:00:00Z;0.7;67.3;25.5;1.191;20.80;119.079
41.996699;-73.156363;2020-04-11T12:00:00Z;0.3;68.4;21.8;1.215;0.43;121.867
41.996699;-73.156363;2020-04-12T12:00:00Z;3.5;54.6;11.3;1.216;0.00;163.026
41.996699;-73.156363;2020-04-13T12:00:00Z;10.0;100.0;29.4;1.172;22.13;128.545
41.996699;-73.156363;2020-04-14T12:00:00Z;3.9;59.2;20.8;1.209;23.20;130.698
41.996699;-73.156363;2020-04-15T12:00:00Z;0.6;62.8;19.1;1.221;1.17;144.120
41.996699;-73.156363;2020-04-16T12:00:00Z;-0.7;71.3;15.8;1.229;0.50;153.182
41.996699;-73.156363;2020-04-17T12:00:00Z;-1.1;63.8;13.4;1.240;0.00;149.038
41.996699;-73.156363;2020-04-18T12:00:00Z;-0.2;93.9;14.7;1.216;1.00;190.203
41.996699;-73.156363;2020-04-19T12:00:00Z;2.3;66.2;14.6;1.209;0.83;157.599
41.996699;-73.156363;2020-04-20T12:00:00Z;2.9;75.8;15.2;1.201;0.00;126.538
41.996699;-73.156363;2020-04-21T12:00:00Z;4.8;87.2;20.2;1.186;0.00;273.119
41.996699;-73.156363;2020-04-22T12:00:00Z;-1.9;59.5;22.2;1.222;15.33;119.148
41.996699;-73.156363;2020-04-23T12:00:00Z;-0.8;54.4;13.3;1.230;0.00;147.398
41.996699;-73.156363;2020-04-24T12:00:00Z;2.1;95.2;17.4;1.206;6.80;198.396
41.996699;-73.156363;2020-04-25T12:00:00Z;5.2;57.9;10.1;1.203;8.70;205.461
41.996699;-73.156363;2020-04-26T12:00:00Z;5.1;56.9;14.4;1.205;0.00;159.614
41.996699;-73.156363;2020-04-27T12:00:00Z;1.5;91.8;19.2;1.211;7.90;129.304
41.996699;-73.156363;2020-04-28T12:00:00Z;2.3;91.9;17.1;1.219;0.17;112.872
41.996699;-73.156363;2020-04-29T12:00:00Z;6.8;70.5;10.9;1.203;0.00;181.582
41.996699;-73.156363;2020-04-30T12:00:00Z;3.6;100.0;23.3;1.215;3.97;117.306
41.996699;-73.156363;2020-05-01T12:00:00Z;10.0;100.0;11.4;1.168;24.63;147.727
41.996699;-73.156363;2020-05-02T12:00:00Z;6.6;73.2;17.0;1.194;7.73;120.565
41.996699;-73.156363;2020-05-03T12:00:00Z;10.7;83.6;13.6;1.169;4.03;153.480
41.996699;-73.156363;2020-05-04T12:00:00Z;10.9;57.0;11.6;1.164;0.00;132.668
41.996699;-73.156363;2020-05-05T12:00:00Z;1.5;59.6;23.1;1.214;0.00;99.343
41.996699;-73.156363;2020-05-06T12:00:00Z;5.0;63.1;10.6;1.200;0.00;132.257
41.996699;-73.156363;2020-05-07T12:00:00Z;5.6;65.4;12.8;1.191;2.33;157.506
41.996699;-73.156363;2020-05-08T12:00:00Z;4.9;52.4;15.7;1.198;0.43;128.508
41.996699;-73.156363;2020-05-09T12:00:00Z;-1.5;70.9;30.4;1.218;0.93;108.621
41.996699;-73.156363;2020-05-10T12:00:00Z;2.1;68.4;24.4;1.216;0.23;136.922
41.996699;-73.156363;2020-05-11T12:00:00Z;7.7;68.4;7.9;1.186;0.00;184.924
41.996699;-73.156363;2020-05-12T12:00:00Z;2.9;68.1;26.1;1.210;7.57;108.355
41.996699;-73.156363;2020-05-13T12:00:00Z;1.9;61.4;11.4;1.228;0.00;115.189
41.996699;-73.156363;2020-05-14T12:00:00Z;6.7;48.0;8.6;1.209;0.00;139.882
41.996699;-73.156363;2020-05-15T12:00:00Z;13.4;93.4;12.2;1.163;0.67;203.906
41.996699;-73.156363;2020-05-16T12:00:00Z;11.3;86.9;19.3;1.175;19.87;159.207
41.996699;-73.156363;2020-05-17T12:00:00Z;9.7;74.3;10.1;1.195;0.17;137.388
41.996699;-73.156363;2020-05-18T12:00:00Z;11.9;86.8;5.5;1.179;0.00;176.232
41.996699;-73.156363;2020-05-19T12:00:00Z;9.4;52.4;18.9;1.195;0.00;147.221
41.996699;-73.156363;2020-05-20T12:00:00Z;8.7;54.0;12.6;1.206;0.00;132.646
41.996699;-73.156363;2020-05-21T12:00:00Z;9.7;43.7;2.2;1.200;0.00;114.909
41.996699;-73.156363;2020-05-22T12:00:00Z;14.9;77.3;11.1;1.167;0.00;150.426
41.996699;-73.156363;2020-05-23T12:00:00Z;16.8;97.0;8.0;1.149;0.37;134.321
41.996699;-73.156363;2020-05-24T12:00:00Z;9.1;54.7;16.1;1.197;0.00;114.494
41.996699;-73.156363;2020-05-25T12:00:00Z;11.7;88.1;7.4;1.183;0.17;113.180
41.996699;-73.156363;2020-05-26T12:00:00Z;16.4;85.8;4.4;1.161;0.00;136.943
41.996699;-73.156363;2020-05-27T12:00:00Z;18.5;82.8;6.0;1.152;0.00;180.300
41.996699;-73.156363;2020-05-28T12:00:00Z;17.8;94.0;11.9;1.154;0.00;143.454
41.996699;-73.156363;2020-05-29T12:00:00Z;18.5;96.8;19.6;1.144;0.00;122.920
41.996699;-73.156363;2020-05-30T12:00:00Z;15.1;91.3;18.1;1.153;4.33;119.960
41.996699;-73.156363;2020-05-31T12:00:00Z;8.3;64.4;18.5;1.190;0.00;97.708
41.996699;-73.013094;2020-03-15T12:00:00Z;-0.2;81.2;10.3;1.271;0.00;136.947
41.996699;-73.013094;2020-03-16T12:00:00Z;-5.5;45.3;11.5;1.306;0.00;146.180
41.996699;-73.013094;2020-03-17T12:00:00Z;0.3;99.2;9.9;1.260;2.77;153.269
41.996699;-73.013094;2020-03-18T12:00:00Z;0.1;57.4;11.0;1.270;0.00;151.823
41.996699;-73.013094;2020-03-19T12:00:00Z;0.8;100.0;13.2;1.262;34.30;158.821
41.996699;-73.013094;2020-03-20T12:00:00Z;7.4;98.2;18.1;1.215;0.00;209.308
41.996699;-73.013094;2020-03-21T12:00:00Z;0.7;61.1;20.4;1.259;2.43;125.247
41.996699;-73.013094;2020-03-22T12:00:00Z;-5.1;44.9;14.7;1.305;0.00;142.562
41.996699;-73.013094;2020-03-23T12:00:00Z;-2.2;76.7;13.5;1.287;0.83;152.690
41.996699;-73.013094;2020-03-24T12:00:00Z;-0.5;87.5;18.4;1.257;38.83;150.055
41.996699;-73.013094;2020-03-25T12:00:00Z;-0.3;82.0;11.7;1.260;0.00;185.472
41.996699;-73.013094;2020-03-26T12:00:00Z;0.3;84.3;8.1;1.252;0.00;168.343
41.996699;-73.013094;2020-03-27T12:00:00Z;6.4;85.8;17.5;1.213;0.00;184.045
41.996699;-73.013094;2020-03-28T12:00:00Z;3.7;68.3;7.9;1.241;0.00;203.556
41.996699;-73.013094;2020-03-29T12:00:00Z;5.5;99.7;15.2;1.229;11.13;147.630
41.996699;-73.013094;2020-03-30T12:00:00Z;2.2;96.6;12.1;1.240;4.73;134.427
41.996699;-73.013094;2020-03-31T12:00:00Z;0.8;85.5;11.1;1.252;0.60;133.571
41.996699;-73.013094;2020-04-01T12:00:00Z;0.9;70.3;11.1;1.242;0.00;190.962
41.996699;-73.013094;2020-04-02T12:00:00Z;2.1;73.8;25.4;1.230;0.00;141.269
41.996699;-73.013094;2020-04-03T12:00:00Z;3.5;100.0;21.1;1.219;3.43;137.763
41.996699;-73.013094;2020-04-04T12:00:00Z;4.4;83.6;19.6;1.232;9.27;117.268
41.996699;-73.013094;2020-04-05T12:00:00Z;7.6;93.6;1.7;1.217;0.00;269.942
41.996699;-73.013094;2020-04-06T12:00:00Z;6.1;80.3;13.0;1.226;0.50;153.576
41.996699;-73.013094;2020-04-07T12:00:00Z;6.9;55.8;9.6;1.219;0.00;168.736
41.996699;-73.013094;2020-04-08T12:00:00Z;5.5;87.8;12.6;1.208;12.70;144.461
41.996699;-73.013094;2020-04-09T12:00:00Z;6.1;90.3;11.8;1.201;0.00;209.760
41.996699;-73.013094;2020-04-10T12:00:00Z;2.1;64.2;25.3;1.211;14.27;119.893
41.996699;-73.013094;2020-04-11T12:00:00Z;1.6;66.1;19.6;1.237;0.00;122.179
41.996699;-73.013094;2020-04-12T12:00:00Z;4.4;58.4;9.7;1.239;0.00;175.745
41.996699;-73.013094;2020-04-13T12:00:00Z;10.7;100.0;24.1;1.196;28.80;129.288
41.996699;-73.013094;2020-04-14T12:00:00Z;5.3;56.6;16.7;1.230;38.70;130.864
41.996699;-73.013094;2020-04-15T12:00:00Z;2.0;59.5;18.8;1.242;0.93;145.305
41.996699;-73.013094;2020-04-16T12:00:00Z;0.8;67.3;15.2;1.251;0.00;152.667
41.996699;-73.013094;2020-04-17T12:00:00Z;0.2;61.6;12.2;1.262;0.00;150.082
41.996699;-73.013094;2020-04-18T12:00:00Z;0.8;95.0;13.1;1.239;1.37;193.625
41.996699;-73.013094;2020-04-19T12:00:00Z;3.8;65.5;13.5;1.229;0.83;160.421
41.996699;-73.013094;2020-04-20T12:00:00Z;4.4;70.2;14.6;1.221;0.00;128.309
41.996699;-73.013094;2020-04-21T12:00:00Z;5.5;87.3;17.8;1.210;0.00;264.510
41.996699;-73.013094;2020-04-22T12:00:00Z;-0.6;56.1;21.9;1.245;16.40;119.366
41.996699;-73.013094;2020-04-23T12:00:00Z;0.6;52.1;12.1;1.252;0.00;148.260
41.996699;-73.013094;2020-04-24T12:00:00Z;3.1;96.7;16.4;1.229;6.47;202.776
41.996699;-73.013094;2020-04-25T12:00:00Z;7.0;60.4;9.2;1.221;9.03;226.627
41.996699;-73.013094;2020-04-26T12:00:00Z;6.0;63.2;10.3;1.228;0.00;161.006
